feature,recall
"['TOTALSA', 'UMCSENT', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'UMCSENT', 'EXCHUS', 'IR3TCD01KRM156N']",0.5
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'UMCSENT', 'T10Y2YM', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0.25
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.125
"['TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'UMCSENT', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'UMCSENT', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'UMCSENT', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0.125
"['TOTALSA', 'UMCSENT', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.375
"['TOTALSA', 'UMCSENT', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'UMCSENT', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'UMCSENT', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'UMCSENT', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'UMCSENT', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'UMCSENT', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.375
"['TOTALSA', 'AMBNS', 'EXJPUS', 'EXKOUS']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'EXCHUS']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'T10Y2YM']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'XTEXVA01CNM667S']",0.125
"['TOTALSA', 'AMBNS', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'AMBNS', 'EXJPUS', 'XTIMVA01KRM667S']",0.125
"['TOTALSA', 'AMBNS', 'EXJPUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'EXJPUS', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'AMBNS', 'EXKOUS', 'EXCHUS']",0.125
"['TOTALSA', 'AMBNS', 'EXKOUS', 'T10Y2YM']",0
"['TOTALSA', 'AMBNS', 'EXKOUS', 'XTEXVA01CNM667S']",0.375
"['TOTALSA', 'AMBNS', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.25
"['TOTALSA', 'AMBNS', 'EXKOUS', 'XTIMVA01KRM667S']",0.125
"['TOTALSA', 'AMBNS', 'EXKOUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'EXKOUS', 'LRUNTTTTKRM156S']",0.25
"['TOTALSA', 'AMBNS', 'EXKOUS', 'IR3TCD01KRM156N']",0.75
"['TOTALSA', 'AMBNS', 'EXCHUS', 'T10Y2YM']",0
"['TOTALSA', 'AMBNS', 'EXCHUS', 'XTEXVA01CNM667S']",0.25
"['TOTALSA', 'AMBNS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'AMBNS', 'EXCHUS', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'AMBNS', 'EXCHUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'EXCHUS', 'LRUNTTTTKRM156S']",0.125
"['TOTALSA', 'AMBNS', 'EXCHUS', 'IR3TCD01KRM156N']",0.375
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'T10Y2YM', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.75
"['TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.25
"['TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'AMBNS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'AMBNS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.75
"['TOTALSA', 'AMBNS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'AMBNS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'AMBNS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'AMBNS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'AMBNS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.375
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'EXCHUS']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'T10Y2YM']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'EXKOUS', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'T10Y2YM']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'EXCHUS', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXJPUS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXJPUS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXJPUS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXJPUS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'T10Y2YM']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'XTEXVA01CNM667S']",0.125
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'EXCHUS', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'T10Y2YM', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0.25
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0.125
"['TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.25
"['TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'EXKOUS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXKOUS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXKOUS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.5
"['TOTALSA', 'EXKOUS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXKOUS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'EXKOUS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXKOUS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'EXKOUS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'T10Y2YM', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'EXCHUS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'EXCHUS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXCHUS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'EXCHUS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'EXCHUS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'T10Y2YM', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'T10Y2YM', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'T10Y2YM', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'T10Y2YM', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'T10Y2YM', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'T10Y2YM', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'T10Y2YM', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'T10Y2YM', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'T10Y2YM', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'T10Y2YM', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.25
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.25
"['TOTALSA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'XTEXVA01CNM667S', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['TOTALSA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0.125
"['TOTALSA', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.375
"['TOTALSA', 'KORPROINDMISMEI', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['TOTALSA', 'KORPROINDMISMEI', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['TOTALSA', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['NEWORDER', 'UMCSENT', 'AMBNS', 'EXJPUS']",0.625
"['NEWORDER', 'UMCSENT', 'AMBNS', 'EXKOUS']",0.625
"['NEWORDER', 'UMCSENT', 'AMBNS', 'EXCHUS']",0
"['NEWORDER', 'UMCSENT', 'AMBNS', 'T10Y2YM']",0
"['NEWORDER', 'UMCSENT', 'AMBNS', 'XTEXVA01CNM667S']",0
"['NEWORDER', 'UMCSENT', 'AMBNS', 'GACDFSA066MSFRBPHI']",0.25
"['NEWORDER', 'UMCSENT', 'AMBNS', 'XTIMVA01KRM667S']",0.125
"['NEWORDER', 'UMCSENT', 'AMBNS', 'KORPROINDMISMEI']",0
"['NEWORDER', 'UMCSENT', 'AMBNS', 'KORCPIALLMINMEI']",0.375
"['NEWORDER', 'UMCSENT', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['NEWORDER', 'UMCSENT', 'AMBNS', 'IR3TCD01KRM156N']",1
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'EXKOUS']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'EXCHUS']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'T10Y2YM']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'XTEXVA01CNM667S']",0.125
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0.125
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'XTIMVA01KRM667S']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'KORPROINDMISMEI']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['NEWORDER', 'UMCSENT', 'EXJPUS', 'IR3TCD01KRM156N']",0.25
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'EXCHUS']",0
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'T10Y2YM']",0
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'XTEXVA01CNM667S']",0.125
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.25
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'XTIMVA01KRM667S']",0.125
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'KORPROINDMISMEI']",0
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['NEWORDER', 'UMCSENT', 'EXKOUS', 'LRUNTTTTKRM156S']",0.125
